codigo,fecha_radicacion,nombre_proyecto,valor_inicial_proyecto,valor_adicional,valor_total_proyecto,sector,municipio,entidad_presenta,estado_proyecto
60387,2006-12-29,Adecuación y Dotación de las salas de urgencias y de partos de la E.S.E. Centro de Salud de Polonuevo,295093000,0,295093000,Salud,Polonuevo,Polonuevo,DEVUELTO
70001,2007-01-05,Implementación seguridad integral año 2007 en el departamento del Atlántico,13308627483,2850000000,16158627483,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70002,2007-01-05,Estudios de preinversión para la elaboración de proyectos de electrificación en sectores subnormales del municipio de Santo Tomás en el Dpto del Atlántico,6050000,0,6050000,Electrificación,Santo Tomás,Infraestructura,RECURSOS ASIGNADOS
70003,2007-01-05,Construcción y Dotación de una estación piscicola en la sabana aledaña a la ciénaga del municipio de Santo Tomás,420000000,0,420000000,Agropecuario,Santo Tomás,Santo Tomás,DEVUELTO
70004,2007-01-11,Apoyo a la convivencia para la población desplazada,400000000,300000000,700000000,Convivencia,Departamento,Interior,RECURSOS ASIGNADOS
70005,2007-01-12,Construcción línea de conducción tramo cruce arroyo Juan de Acosta acueducto Las Ventanas en el municipio de Tubará,74904430,0,74904430,Agua Potable,Tubará,Agua Potable,RECURSOS ASIGNADOS
70006,2007-01-15,mejoramiento de 50 viviendas de interes social en el Barrio Bellavista primera etapa en el casco urbano del municipio de Sabanalarga,223591000,0,223591000,Vivienda,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70007,2007-01-17,Apoyo a la convivencia ciudadana en el Departamento del Atlántico,1000000000,1533462000,2533462000,Convivencia,Departamento,Interior,RECURSOS ASIGNADOS
70008,2007-01-17,Apoyo a la defensoría del pueblo. Barranquilla. Departamento del Atlántico,288000000,234000000,522000000,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
70009,2007-01-17,Apoyo a la atención integral de los ancianos indigentes en los centros de Bienestar Asilo San Antonio y Asilo Hogar Granja San José,253540500,0,253540500,Familia,"Barranquilla, Soledad",Gerencia Capital Social,RECURSOS ASIGNADOS
70010,2007-01-18,"estudios y diseños para la construcción, rehabilitación y optimización de los sistemas de alcantarillado del Dpto del Atlántico. Vigencia 2007",40000000,120000000,160000000,Alcantarillado,Departamento,Agua Potable,RECURSOS ASIGNADOS
70011,2007-01-18,Construcción de redes eléctricas secundarias en la calle 16 con carrera 4 Barrio El Doral en el municipio de Santo Tomás,25567548,0,25567548,Electrificación,Santo Tomás,Santo Tomás,RECURSOS ASIGNADOS
70012,2007-01-18,Construcción de redes eléctricas secundarias en la calle 12 con carrera 6. Barrio San José en el municipio de Santo Tomás,24612867,0,24612867,Electrificación,Santo Tomás,Santo Tomás,RECURSOS ASIGNADOS
70013,2007-01-18,Construcción de redes eléctricas secundarias en la calle 17 con carrera 4 en el Barrio Nuevo Horizonte en el municipio de Santo Tomás,25944574,0,25944574,Electrificación,Santo Tomás,Santo Tomás,RECURSOS ASIGNADOS
70014,2007-01-22,Adecuación de las estaciones de policía en el Departamento del Atlántico,442855000,88620675,531475675,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70015,2007-01-22,Apoyo al fortalecimiento a los procesos de participación comunitaria en el Departamento del Atlántico,70000000,0,70000000,Participación Ciudadana,Departamento,Interior,RECURSOS ASIGNADOS
70016,2007-01-24,Adecuación de las aulas de clases de la Institución educativa Alberto Pumarejo en el municipio de Malambo,23976974,0,23976974,Educación,Malambo,Malambo,RECURSOS ASIGNADOS
70017,2007-01-25,Construcción de la cancha multiple cubierta del colegio Juan V. Padilla del municipio de Juan de Acosta,180305507,0,180305507,Educación,Juan de Acosta,Juan de Acosta,VIABLE
70018,2007-01-26,Adecuación parque los Estudiantes en el municipio de Sabanalarga. Atlántico,34002088,0,34002088,Deporte,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70019,2007-01-29,Apoyo al desarrollo del proyecto de seguridad Cantón Norte para la segunda Brigada de Barranquilla.,2395553000,0,2395553000,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
70020,2007-01-29,Suministro de Gasolina para el uso del parque automotor para los organismos de seguridad en el departamento del Atlántico. Vigencia 2007,1800000000,0,1800000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70021,2007-01-30,Adecuación del parque de la convivencia ciudadana Espejo de Agua en el municipio de Baranoa,363487565,0,363487565,Convivencia,Baranoa,Baranoa,RECURSOS ASIGNADOS
70022,2007-02-01,"Adecuación de obras, refracción y limpieza del arroyo en el Barrio Jhon F. Kenedy de la calle 18 entre carreras 9 hasta la carrera 15 en el municipio de Sabanalarga",25289899,0,25289899,Mitigación de Riesgos Naturales y Antropicos,Sabanalarga,Interior,RECURSOS ASIGNADOS
70023,2007-02-01,"Adecuación de obras, refracción y limpieza del arroyo en el Barrio Semaní carerra 22B con calle 27 en el municipio de Sabanalarga",25338877,0,25338877,Mitigación de Riesgos Naturales y Antropicos,Sabanalarga,Interior,RECURSOS ASIGNADOS
70024,2007-02-01,Adecuación de redes eléctricas en el Barrio El Manguito del corregimiento de Hibacharo en el municipio de Piojó. Atlántico,25680000,0,25680000,Electrificación,Piojó,Piojó,RECURSOS ASIGNADOS
70025,2007-02-01,Adecuación de redes eléctricas del sector de la calle 13 No. 14-07 del corregimiento de Hibacharo en el municipio de Piojó. Atlántico,25790000,0,25790000,Electrificación,Piojó,Piojó,RECURSOS ASIGNADOS
70026,2007-02-01,Adecuación de redes eléctricas en el Barrio Los Olivos en el sector de la calle 11 con carrera 12 del corregimiento de Hibacharo en el municipio de Piojó. Atlántico,25470000,0,25470000,Electrificación,Piojó,Piojó,RECURSOS ASIGNADOS
70027,2007-02-02,"Limpieza, adecuación y rectificación del arroyo San Blas desde la carrera 9, Aguas Arriba en el Barrio Chupundun y Villa Bertha en el municipio de Malambo",25904489,0,25904489,Mitigación de Riesgos Naturales y Antropicos,Malambo,Interior,RECURSOS ASIGNADOS
70028,2007-02-02,Adquisición parque automotor para los organismos de seguridad en el  Departamento del Atlántico. Vigencia 2007,1300000000,0,1300000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70029,2007-02-05,Electrificación del Barrio Frías II etapa casco urbano del municipio de Sabanagrande,26194000,0,26194000,Electrificación,Sabanagrande,Sabanagrande,DEVUELTO
70030,2007-02-05,"Adecuación de las redes de media y baja tensión y fortalecimiento de la carga de la calle La Arena, calle 6 entre carerras 13 a la 15 en el corregimiento de Campeche en el municipio de Baranoa",26000000,8465606,34465606,Electrificación,Baranoa,Baranoa,RECURSOS ASIGNADOS
70031,2007-02-06,Suministro e instalación de mallas divisorias y concertina en la Institución Educativa Maria Auxiliadora en el municipio de Galapa,24996780,0,24996780,Educación,Galapa,Galapa,DEVUELTO
70032,2007-02-06,Recuperación ambiental y limpieza del arroyo Corretón en la cabecera. Municipio de Ponedera.,24000000,0,24000000,Mitigación de Riesgos Naturales y Antropicos,Ponedera,Ponedera,VIABLE
70033,2007-02-06,Mejoramiento de la seguridad alimentaria y nutricional en el marco de los programas de alimentación escolar de las instituciones educativas oficiales del departamento del Atlántico,800500000,0,800500000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70034,2007-02-07,"Adecuación, limpieza y rectificación del arroyo Villegas desde la calle 48 hacia aguas arriba en los Barrios Villa Soledad, Normandía, Portal de Las Moras, Los Fundadores y Villa Lozano en el municipio de Soledad",25638814,0,25638814,Mitigación de Riesgos Naturales y Antropicos,Soledad,Interior,RECURSOS ASIGNADOS
70035,2007-02-08,"Aportes para el Fortalecimiento y consolidación de un proyecto SIG que genere información para la siembra de productos agrícolas, reforestación, el sector pecuario y acuícola en el Departamento del Atlántico",103358074,0,103358074,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70036,2007-02-09,Apoyo al programa buen trato en familia en el departamento del Atlántico,53000000,0,53000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70037,2007-02-13,"Adquisición, mantenimiento y reparación de equipos de comunicaciones para los organismos de seguridad en el Dpto del Atlántico. Vigencia 2007",900000000,900000000,1800000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70038,2007-02-13,Construcción de tres aulas y una bateria sanitaria en la Institución educativa Juan José Nieto en el municipio de Baranoa. Atlántico,193868265,0,193868265,Educación,Baranoa,Infraestructura,RECURSOS ASIGNADOS
70039,2007-02-14,Adecuación de 2 aulas en la Institución Educativa Agropecuaria La Candelaria en el municipio de Ponedera,25816146,0,25816146,Educación,Ponedera,Ponedera,DEVUELTO
70040,2007-02-21,"Adecuación general de la posteria del Barrio las Mercedes Calle 27D, 28 y 29 entre carreras 16, 16A y 17 del municipio de Sabanalarga",28668270,0,28668270,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70041,2007-02-21,Apoyo a acciones cívico militares recompensa para los organismos de seguridad del Dpto del Atlántico. Año 2007,400000000,0,400000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70042,2007-02-22,Construcción de redes eléctricas secundarias en las calles 7 y 8 entre carreras 18 y 19 del municipio de Candelaria,25856232,0,25856232,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
70043,2007-02-22,Construcción de redes eléctricas en el sector comprendido entre calle 9 con carrera 21 y calle 11 con carrera 21 del municipio de Candelaria,23695558,0,23695558,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
70044,2007-02-23,Construcción del sistema de acueducto regional de Palmar de Varela,4361783381,0,4361783381,Agua Potable,Palmar de Varela,Agua Potable,RECURSOS ASIGNADOS
70045,2007-02-23,"Construcción de redes de acueducto en los Barrios las Americas, Barahona, San Cayetano, El Carmen, El Oasis, Torcoroma, 20 de julio, Villa Andrea, primero de Enero, Santa Elena y Villa Leyla en el municipio de Baranoa",1426167452,0,1426167452,Agua Potable,Baranoa,Agua Potable,RECURSOS ASIGNADOS
70046,2007-02-23,Construcción de redes de acueducto en la cabacera mpal de sabanalarga,2485307018,0,2485307018,Agua Potable,Sabanalarga,Agua Potable,RECURSOS ASIGNADOS
70047,2007-02-23,Mantenimiento y reparación del parque automotor para los organismos de seguridad en el departamento del Atlántico. Vigencia 2007,1200000000,0,1200000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70048,2007-02-27,Adecuación General en la IPS del Centro Penitenciario El Bosque en el Distrito de Barranquilla,25940841,0,25940841,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
70049,2007-02-28,Implementación del proyecto Atlántico Seguros en el Dpto del Atlántico. Vigencia 2007,1330863000,0,1330863000,Seguridad,Departamento,Interior,VIABLE
70050,2007-02-28,"Adquisición , mantenimiento y reparación de equipos de inteligencia y seguridad en el departamento del Atlántico. Vigencia 2007",1000000000,0,1000000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70051,2007-02-28,Apoyo a actividades artísticas y culturales para la celebración de la semana mayor en el municipio de Sabanalarga,34500000,0,34500000,Cultura,Sabanalarga,Sabanalarga,VIABLE
70052,2007-03-01,Construcción de la cancha multiple con cubierta en estructura metálica y lamina galvanizada en la Institución Educactiva Julio Pantoja Maldonado de Baranoa,195517878,0,195517878,Educación,Baranoa,Educación,VIABLE
70053,2007-03-02,Acceso educativo a poblaciones vulnerables en el Departamento del Atlántico,450000000,0,450000000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
70054,2007-03-06,Electrificación del Barrio 8 de Febrero I etapa calle 15 carreras 3A del municipio de Campo de la Cruz,29387905,0,29387905,Electrificación,Campo de la Cruz,Campo de la Cruz,RECURSOS ASIGNADOS
70055,2007-03-06,Adecuación de redes de baja tensión del Barrio Blas de Leso II etapa calle 15 entre carreras 12 y 13 del municipio de Campo de la Cruz,29402501,0,29402501,Electrificación,Campo de la Cruz,Campo de la Cruz,ESTUDIO
70056,2007-03-06,Construcción de cubierta e iluminación de la cancha múltiple en el municipio de Suan,168000000,0,168000000,Deporte,Suán,Suan,RECURSOS ASIGNADOS
70057,2007-03-06,Construccion de redes eléctricas en la vereda El Uvito en el municipio de Santo Tomás,949414000,0,949414000,Electrificación,Santo Tomás,Santo Tomás,ESTUDIO
70058,2007-03-06,Construcción de redes electricas en el sector comprendido de la calle 28 entre carreras 16 hasta la 14 en el municipio de Sabanalarga,25956126,0,25956126,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70059,2007-03-07,Construcción de dos unidades sanitarias en la Institución educativa Ambrosio Plaza de Sabanalarga,140684000,0,140684000,Educación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70060,2007-03-12,Reposición de cubierta y cielo raso en la Institución Educativa Escuela Normal Superior Nuestra Señora de Fatima de Sabanagrande,335017082,0,335017082,Educación,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
70061,2007-03-13,Construcción de un parque de recreación y descanso en el Barrio Altamira en el municipio de Santo Tomás. Departamento del Atlántico,260000000,0,260000000,Deporte,Santo Tomás,Santo Tomás,VIABLE
70062,2007-03-13,Adecuación cancha de fútbol del Barrio La Floresta en el municipio de Usiacurí,145000000,0,145000000,Deporte,Usiacurí,Usiacurí,VIABLE
70063,2007-03-13,Proyecto de repotenciación de la subestación Baranoa y Construcción de la línea 34.5 KV Baranoa/Galapa en el Departamento del Atlántico,3774433211,0,3774433211,Electrificación,"Baranoa
Galapa",Infraestructura,RECURSOS ASIGNADOS
70064,2007-03-13,Proyecto de repotenciación de la línea 34.5 KV a INAT y construcción de la Subestación Rotinet en el Departamento del Atlántico,2058994417,0,2058994417,Electrificación,Repelon,Infraestructura,RECURSOS ASIGNADOS
70065,2007-03-13,Proyecto de repotenciación subestación Juan de Acosta y Construcción de la línea 34.5 KV Juan de Acosta/santa Veronica y construcción de la Subestación Santa Veronica en el departamento del Atlántico,3176846257,0,3176846257,Electrificación,Juan de Acosta,Infraestructura,RECURSOS ASIGNADOS
70066,2007-03-14,"Apoyo al fortalecimiento de organizaciones cooperativas microempresariales integradas a instituciones educativas del sector oficial de los municipios de Barranquilla, Campo de la Cruz, Sabanagrande, Galapa, Juan de Acosta y Polonuevo",236581798,0,236581798,Empresarial,"Barranquilla, Campo de la Cruz, Sabanagrande, Galapa, Juan de Acosta y Polonuevo",Desarrollo,RECURSOS ASIGNADOS
70067,2007-03-14,Taller capacitación para la convivencia ciudadana y control social en los municipios de Manatí y Sabanalarga en el Departamento del Atlántico,30000000,0,30000000,Participación Ciudadana,"Manatí, Sabanalarga",Interior,RECURSOS ASIGNADOS
70068,2007-03-14,Construcción parque de la convivencia en el municipio de Puerto Colombia,299918762,0,299918762,Convivencia,Puerto Colombia,Interior,RECURSOS ASIGNADOS
70069,2007-03-14,Asistencia a las personas con discapacidad física en el Departamento del Atlántico,66000000,0,66000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70070,2007-03-14,Asistencia odonto-oftalmológica a la población no cubierta por el régimen subisidiado en el Departamento del Atlántico,34000000,0,34000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70071,2007-03-14,Implementación de un plan de negocios para la creación de empresas y fortalecimiento productivo en el sector confecciones en el Dpto del Atlántico,165000000,0,165000000,Empresarial,Departamento,Desarrollo,RECURSOS ASIGNADOS
70072,2007-03-15,Remodelación y rehabilitación del parque Arevalo en el municipio de Sabanalarga,260000000,0,260000000,Deporte,Sabanalarga,Sabanalarga,ESTUDIO
70073,2007-03-15,Construcción parque de la convivencia en el municipio de Santo Tomás,323217506,0,323217506,Convivencia,Santo Tomás,Interior,RECURSOS ASIGNADOS
70074,2007-03-22,"Proyecto de repotenciación de la Subestación Malambo y Construcción de la línea 34,5 KV Malambo/Santo Tomás - Construcción de la Subestación Santo Tomás. Departamento del Atlántico",4615050940,0,4615050940,Electrificación,"Malambo, Santo Tomás",Infraestructura,VIABLE
70075,2007-03-27,"Construcción de redes electricas en las carreras 20, 21 y 22 con calle 3 en el corregimiento de la Peña. Municipio de Sabanalarga",34037730,0,34037730,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70076,2007-03-27,"Construcción de redes electricas en las carreras 10, 10A  con calle 27F. Municipio de Sabanalarga",34122465,0,34122465,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70077,2007-03-27,Normalización de redes electricas en el barrio la Floresta en el municipio de Usiacurí. Departamento del Atlántico,546854075,0,546854075,Electrificación,Usiacurí,Usiacurí,RECURSOS ASIGNADOS
70078,2007-03-27,Construcción de redes electricas secundarias en la carrera 17 con calle 16 del municipio de sabanalarga,27178301,0,27178301,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70079,2007-03-27,Construcción de redes electricas secundarias en la calle 10 entre carreras 14 y 16 en el corregimiento de Cascajal del municipio de Sabanalarga,33676874,0,33676874,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70080,2007-03-27,Construcción de redes electricas secundarias en la calle 12 con carrera 5 del municipio de Sabanalarga,22609672,0,22609672,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70081,2007-03-28,Asistencia al programa para el fortalecimiento e incremento de la competitividad y productividad de 20 mipymes pertenecientes a sectores prioritarios del departamento del Atlántico. Vigencia 2007,118000000,0,118000000,Productividad y Competitividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
70082,2007-03-28,Jóvenes se capacitan,100000000,0,100000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70083,2007-03-29,Instalación de tres modulos pilotos de lombricultura como apoyo al fortalecimiento de Cenprasur. Departamento del Atlántico,26043174,0,26043174,Agropecuario,Santa Lucía,Desarrollo,RECURSOS ASIGNADOS
70084,2007-03-29,Instalación de feromonas para el manejo de insectos plagas en el cutlivo de algodón,20408000,23495502,43903502,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70085,2007-03-29,Apoyo financiero al programa de música en el Departamento del Atlántico,20000000,0,20000000,Cultura,Departamento,Cultura,DEVUELTO
70086,2007-03-29,Construccion aula en la institucion educativa del corregimiento de Sibarco en el municipio de Baranoa - Atlántico,34357202,0,34357202,Educación,Baranoa,Baranoa,RECURSOS ASIGNADOS
70087,2007-03-29,Construcción de una bateria sanitaria en la escuela Normal superior Santa Ana del municipio de Baranoa,142182389,0,142182389,Educación,Baranoa,Baranoa,VIABLE
70088,2007-03-29,"Adecuación unidad administrativa - biblioteca y obras varias en la institución educativa de Sabanalarga, sede Marco Fidel Suarez en el municipio de Sabanalarga",33911565,0,33911565,Educación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70089,2007-03-29,Adecuación del parque Gilberto Marenco en el barrio San Francisco en el municipio de Sabanagrande,33870000,0,33870000,Deporte,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
70090,2007-03-29,Adecuación del parque Altos de Betania en el barrio Altos de Betania en el municipio de Sabanagrande,33870000,0,33870000,Deporte,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
70091,2007-03-30,"Construcción de Red Electrica secundaria trenzada en la calle 3 entre carreras 2, 3, 4 y 5 del barrio el Vaiven. Municipio de Juan de Acosta",33671513,0,33671513,Electrificación,Juan de Acosta,Juan de Acosta,RECURSOS ASIGNADOS
70092,2007-03-30,Construcción de redes eléctricas secundarias en la vía La Cordialidad con calle 1 en el corregimiento de Campeche del municipio de Baranoa en el departamento del Atlántico,33254087,0,33254087,Electrificación,Baranoa,Baranoa,RECURSOS ASIGNADOS
70093,2007-03-30,Apoyo financiero para realizar un programa de reflexión sobre el valor y la significación de la mujer en la literatura de Gabriel García Marquez en el departamento del Atlántico,41500000,0,41500000,Cultura,Departamento,Cultura,VIABLE
70094,2007-03-30,Conservación de las manifestaciones culturales folclóricas del carnaval del caribe a realizase en Sabanalarga. Atlántico,58750000,0,58750000,Cultura,Sabanalarga,Sabanalarga,DEVUELTO
70095,2007-03-30,Construcción de canoas en madera y atarrayas en hilo multifilamento y entrega de útiles de pesca a los pescadores del Departamento del Atlántico,146645460,51155000,197800460,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70096,2007-03-30,"Elaboración de estudios y diseños para la construcción, rehabilitación y optimización de los sistemas de acueducto en corregimientos y cabeceras municipales del departamento del Atlántico",50000000,50000000,100000000,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
70097,2007-03-30,Adecuación sede del distrito 44 de la ciudad de Barranquilla,46368712,0,46368712,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
70098,2007-04-03,Apoyo a la participación y proyección cultural de la Banda Departamental de Baranoa - departamento del Atlántico,100000000,0,100000000,Cultura,Baranoa,Cultura,RECURSOS ASIGNADOS
70099,2007-04-04,Dotación de equipo de oficina para la casa de la Cultura del municipio de Piojó,20000000,0,20000000,Cultura,Piojó,Cultura,RECURSOS ASIGNADOS
70100,2007-04-04,Apoyo al programa de Publicaciones de la Secretaría de Cultura en el Departamento del Atlántico,40000000,0,40000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70101,2007-04-04,Construcción de redes eléctricas secundarias en la calle 5 entre carreras 10B y 11 en el corregimiento de Leña del municipio de Candelaria,29992868,0,29992868,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
70102,2007-04-04,Adecuación de redes eléctricas en el sector comprendido de la calle 10 entre carreras 16 y 17 en el municipio de Campo de la Cruz,34459005,0,34459005,Electrificación,Campo de la Cruz,Campo de la Cruz,RECURSOS ASIGNADOS
70103,2007-04-04,Construcción de redes eléctricas secundarias en la carrera 14 con calle 10 del municipio de Ponedera,30697025,0,30697025,Electrificación,Ponedera,Ponedera,RECURSOS ASIGNADOS
70104,2007-04-04,Construcción de redes eléctricas en el Barrio Villa Digna del municipio de Ponedera,34047062,0,34047062,Electrificación,Ponedera,Ponedera,RECURSOS ASIGNADOS
70105,2007-04-09,Capacitación a los salvavidas con base a normas y procedimientos internacionales USLA en el municipio de Puerto Colombia,22500000,0,22500000,Mitigación de Riesgos Naturales y Antropicos,Puerto Colombia,Interior,RECURSOS ASIGNADOS
70106,2007-04-09,Construcción de las vías internas en la escuela normal Superior Santa Ana en el municipio de Baranoa,33725830,0,33725830,Educación,Baranoa,Educación,RECURSOS ASIGNADOS
70107,2007-04-09,Construcción de un aula tipo II en la Institución Educativa María Inmaculada de Pital de Megua Sede 1 Bloque 1 En el municipio de Baranoa,136971520,0,136971520,Educación,Baranoa,Baranoa,DEVUELTO
70108,2007-04-09,Construcción de Unidad Sanitaria en la Institución Educativa Técnica Agropiscicola en el corregimiento de Rotinet en el municipio de Repelón,26150000,0,26150000,Educación,Repelon,Educación,VIABLE
70109,2007-04-09,Construcción de dos modulos de aulas tipo III en la Institución Educativa Técnica Juan XXIII del municipio de Malambo,247664175,0,247664175,Educación,Malambo,Malambo,VIABLE
70110,2007-04-09,"Construcción de batería sanitaria, camerinos y área deportiva en la Unidad Residencial Los Robles en el municipio de Baranoa",99544213,0,99544213,Deporte,Baranoa,Baranoa,DEVUELTO
70111,2007-04-12,Construcción cubierta salon multiple Institución Educativa Técnica Agropecuaria sede N° 4 Maria Inmaculada en el corregimiento de Campeche municipio de Baranoa - Atlantico,34361435,0,34361435,Educación,Baranoa,Baranoa,RECURSOS ASIGNADOS
70112,2007-04-12,"Adecuación de la infraectructura física de la institución educativa de la Peña, municipio de Sabanalarga - Atlántico",34146041,0,34146041,Educación,Sabanalarga,Sabanalarga,VIABLE
70113,2007-04-12,Intinerancia por los municipios del Atlántico del Salon Regional del Artista,20000000,0,20000000,Cultura,Barranquilla y otros,Cultura,RECURSOS ASIGNADOS
70114,2007-04-13,Aportes para el programa de Desarrollo Institucional de la Secretaria de Desarrollo Económico en el departamento del Atlántico,31129468,0,31129468,Fortalecimiento Institucional,Departamento,Desarrollo,RECURSOS ASIGNADOS
70115,2007-04-16,"Aportes para la adecuación turistica del centro artesanal de Usiacuri: Construcción de Cocina, Plazoleta y Rampa departamento del Atlántico",51619492,0,51619492,Turismo,Usiacurí,Desarrollo,RECURSOS ASIGNADOS
70116,2017-04-16,"Optimización Sistema de Captación y Adecuación del Acueducto Municipal de Suan, Departamento del Atlántico",244414810,13000000,257414810,Agua Potable,Suán,Agua Potable,RECURSOS ASIGNADOS
70117,2007-04-17,Construcción de cancha Multifuncional en la Institución Educativa Ambrosio Plaza de Sabanalarga. Atlántico,136590966,0,136590966,Educación,Sabanalarga,Sabanalarga,VIABLE
70118,2007-04-17,Mejoramiento de 75 viviendas de Interes Social en la Urbanización el Carmen del municipio de Baranoa Atlántico,313794914,0,313794914,Vivienda,Baranoa,Baranoa,VIABLE
70119,2007-04-17,Mejoramiento de 100 Viviendas de Interes Social en la urbanizacion San Jorge I Etapa en Villa Rosa municipio de Repelon en el departamento del Atlántico,418392939,0,418392939,Vivienda,Repelon,Repelon,ESTUDIO
70120,2007-04-17,Mejoramiento de 108 viviendas de interes social en la Urbanización Martha Gisella en el municipio de Soledad Atlántico,451863971,0,451863971,Vivienda,Soledad,Soledad,ESTUDIO
70121,2007-04-17,Construcción de redes Electricas en la vereda el Flechal municipio de Sabanalarga,29474596,0,29474596,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70122,2007-04-17,Construcción de redes Electricas en la calle 5 (calle los Pozos) en el municipio de Tubara,34656060,0,34656060,Electrificación,Tubará,Tubará,RECURSOS ASIGNADOS
70123,2007-04-17,Construcción de redes electricas secundarias en la via al cementerio barrio Loma Arena en el corregimiento de Guaimaral en el municipio de Tubará,34528161,0,34528161,Electrificación,Tubará,Tubará,RECURSOS ASIGNADOS
70124,2007-04-17,Construcción de redes electricas secundarias en la carrera 8A con calle 13A en el municipio de Tubara,34433911,0,34433911,Electrificación,Tubará,Tubará,RECURSOS ASIGNADOS
70125,2007-04-19,"Suministro de semillas e insumos para los programa de cultivo de sorgo, maíz, frijol y hortalizas en el Departamento del Atlántico",304279194,0,304279194,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70126,2007-04-19,Construcción de muros sobre el arroyo cien pesos en el tramo comprendido de la calle 21B entre carrera 16 y 16A en el municipio de Baranoa Departamento Departamento del Atlántico,56597533,0,56597533,Mitigación de Riesgos Naturales y Antropicos,Baranoa,Baranoa,VIABLE
70127,2007-04-19,Implementación de programa de estimulo a gestores culturales del departamento del Atlántico,90000000,0,90000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70128,2007-04-19,Apoyo II encuentro departamental de educación Artistica Barranquilla,12750000,0,12750000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70129,2007-04-19,Apoyo y fortalecimiento para el desarrollo de un Plan Fruticula en el departamento del Atlántico,7880000000,0,7880000000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70130,2007-04-20,"Construcción del plan maestro del sistema de acueducto de la cabecera municipal de Malambo, departamento del Atlántico",4999930996,3899425927,8899356923,Agua Potable,Malambo,Agua Potable,RECURSOS ASIGNADOS
70131,2007-04-20,Apoyo a la Banda Sinfónica del Atlántico,200050000,0,200050000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70132,2007-04-20,"Apoyo para la participación de artistas en el festival Vallenato, y de esta forma promuevan, difundan y conserven las tradiciones folcloricas en el departamento del Atlántico",9280000,0,9280000,Cultura,Sabanalarga,Sabanalarga,ESTUDIO
70133,2007-04-23,Construcción de una unidad sanitaria en la institución Educativa Francisco de Paula Santander sede N° 2 del muncipio de Galapa en el departamento del Atlantico,48205214,0,48205214,Educación,Galapa,Galapa,RECURSOS ASIGNADOS
70134,2007-04-23,Construcción de unidad sanitarias en el corregimiento de Rotinet del area rural del municipio de Repelón,34238127,0,34238127,Alcantarillado,Repelon,Repelon,RECURSOS ASIGNADOS
